#------------------------
#   k         chi         dchi         e0
  16.450000       0.47029797E-02   0.47695946E-02    8348.5200
  16.500000       0.42449378E-02   0.47356992E-02    8348.5200
  16.550000       0.31800021E-02   0.47037081E-02    8348.5200
  16.600000       0.21150663E-02   0.46717170E-02    8348.5200
  16.650000       0.10501305E-02   0.46397259E-02    8348.5200
  16.700000      -0.14805216E-04   0.46077348E-02    8348.5200
  16.750000      -0.10797410E-02   0.45757437E-02    8348.5200
  16.800000      -0.21446767E-02   0.45437526E-02    8348.5200
  16.850000      -0.32096125E-02   0.45117615E-02    8348.5200
  16.900000      -0.42745483E-02   0.44797704E-02    8348.5200
  16.950000      -0.53394840E-02   0.44477793E-02    8348.5200
  17.000000      -0.64044198E-02   0.44157882E-02    8348.5200
  17.050000      -0.74693555E-02   0.43837971E-02    8348.5200
  17.100000      -0.85342913E-02   0.43518060E-02    8348.5200
